RefID,Author,Title,Abstract,Reason,Labels,"Response Sets",Attachments
5071,"Thompson, Paul N.","Is four less than five? Effects of four-day school weeks on student achievement in Oregon",NA,"duplicate of 54","BackwardCitations, Update4",,
5072,"Figlio, David N.; Kenny, Lawrence W.","Individual teacher incentives and student performance","This paper is the first to systematically document the relationship between individual teacher performance incentives and student achievement using the United States data. We combine data from the National Education Longitudinal Survey on schools, students, and their families with our own survey conducted in 2000 regarding the use of teacher incentives. This survey on teacher incentives has unique data on frequency and magnitude of merit raises and bonuses, teacher evaluation, and teacher termination. We find that test scores are higher in schools that offer individual financial incentives for good performance. Moreover, the estimated relationship between the presence of merit pay in teacher compensation and student test scores is strongest in schools that may have the least parental oversight. The association between teacher incentives and student performance could be due to better schools adopting teacher incentives or to teacher incentives eliciting more effort from teachers; it is impossible to rule out the former explanation with our cross sectional data.","[mass quarantine] duplicate of 3352","BackwardCitations, Update4",,
5073,"Thompson, Paul N; Tomayko, Emily J; Gunter, Katherine B; Schuna, John; McClelland, Megan","Impacts of the Four-Day School Week on Early Elementary Achievement.","This study explores the impact of four-day school weeks on early elementary achievement. Using covariate adjusted regression analyses and data on all students who entered kindergarten in Oregon, USA between 2014 and 2016, we examine differences in 3rd grade math and English Language Arts test scores (i.e., achievement) for students enrolled in a four-day school week versus a five-day school week at kindergarten entry<sub>.</sub> On average, we find minimal differences between 3<sup>rd</sup> grade test scores of four-day and five-day students, but there are notable differential effects across the spectrum of these students' kindergarten readiness scores and educational program participation. We find that above median performers on kindergarten assessments, White students, general education students, and gifted students - student groups that make up more than half our sample - are the most negatively impacted by the four-day school week during the early elementary period. We generally find no statistically significant evidence of detrimental four-day school week achievement impacts for students who were below median performers on kindergarten assessments, minority students, economically disadvantaged students, special education participants, and English as a second language students.","duplicate of 3032","BackwardCitations, Update4",,
5075,"Bloom, Howard S.; Hill, Carolyn J.; Black, Alison; Lipsey, Mark W.","Performance Trajectories and Performance Gaps as Achievement Effect-Size Benchmarks for Educational Interventions","Abstract Two complementary approaches to developing empirical benchmarks for achievement effect sizes in educational interventions are explored. The first approach characterizes the natural developmental progress in achievement made by students from one year to the next as effect sizes. Data for seven nationally standardized achievement tests show large annual gains in the early elementary grades followed by gradually declining gains in later grades. A given intervention effect will therefore look quite different when compared to the annual progress for different grade levels. The second approach explores achievement gaps for policy-relevant subgroups of students or schools. Data from national- and district-level achievement tests show that, when represented as effect sizes, student gaps are relatively small for gender and much larger for economic disadvantage and race/ethnicity. For schools, the differences between weak schools and average schools are surprisingly modest when expressed as student-level e...","[mass quarantine] duplicate of 3560","BackwardCitations, Update4",,
5077,"Callaway, Brantly; Sant'Anna, Pedro H. C.","Difference-in-Differences with multiple time periods","Abstract In this article, we consider identification, estimation, and inference procedures for treatment effect parameters using Difference-in-Differences (DiD) with (i) multiple time periods, (ii) variation in treatment timing, and (iii) when the “parallel trends assumption” holds potentially only after conditioning on observed covariates. We show that a family of causal effect parameters are identified in staggered DiD setups, even if differences in observed characteristics create non-parallel outcome dynamics between groups. Our identification results allow one to use outcome regression, inverse probability weighting, or doubly-robust estimands. We also propose different aggregation schemes that can be used to highlight treatment effect heterogeneity across different dimensions as well as to summarize the overall effect of participating in the treatment. We establish the asymptotic properties of the proposed estimators and prove the validity of a computationally convenient bootstrap procedure to conduct asymptotically valid simultaneous (instead of pointwise) inference. Finally, we illustrate the relevance of our proposed tools by analyzing the effect of the minimum wage on teen employment from 2001–2007. Open-source software is available for implementing the proposed methods.","[mass quarantine] duplicate of 3383","BackwardCitations, Update4",,
5078,"Jacob, Brian A.","Accountability, incentives and behavior: the impact of high-stakes testing in the Chicago Public Schools","The recent federal education bill, No Child Left Behind, requires states to test students in grades 3 to 8 each year and to judge school performance on the basis of these test scores. While intended to maximize student learning, there is little empirical evidence about the effectiveness of such policies. This study examines the impact of an accountability policy implemented in the Chicago Public Schools in 1996–1997. Using a panel of student-level, administrative data, I find that math and reading achievement increased sharply following the introduction of the accountability policy, in comparison to both prior achievement trends in the district and to changes experienced by other large, urban districts in the mid-west. However, for younger students, the policy did not increase performance on a state-administered, low-stakes exam. An item-level analysis suggests that the observed achievement gains were driven by increases in test-specific skills and student effort. I also find that teachers responded strategically to the incentives along a variety of dimensions—by increasing special education placements, preemptively retaining students and substituting away from low-stakes subjects like science and social studies.","[mass quarantine] duplicate of 3385","BackwardCitations, Update4",,
5079,"Ronfeldt, Matthew; Loeb, Susanna; Wyckoff, James","How Teacher Turnover Harms Student Achievement","Researchers and policymakers often assume that teacher turnover harms student achievement, though recent studies suggest this may not be the case. Using a unique identification strategy that employs school-by-grade level turnover and two classes of fixed-effects models, this study estimates the effects of teacher turnover on over 850,000 New York City fourth- and fifth-grade student observations over 8 years. The results indicate that students in grade levels with higher turnover score lower in both English language arts (ELA) and math and that these effects are particularly strong in schools with more low-performing and Black students. Moreover, the results suggest that there is a disruptive effect of turnover beyond changing the distribution in teacher quality.","[mass quarantine] duplicate of 3574","BackwardCitations, Update4",,
5080,"Rockoff, Jonah E.","The Impact of Individual Teachers on Student Achievement: Evidence from Panel Data","Teacher quality is widely believed to be important for education, despite little evidence that teachers' credentials matter for student achievement. To accurately measure variation in achievement due to teachers' characteristics-both observable and unobservable-it is essential to identify teacher fixed effects. Unlike previous studies, I use panel data to estimate teacher fixed effects while controlling for fixed student characteristics and classroom specific variables. I find large and statistically significant differences among teachers: a one standard deviation increase in teacher quality raises reading and math test scores by approximately .20 and .24 standard deviations, respectively, on a nationally standardized scale. In addition, teaching experience has statistically significant positive effects on reading test scores, controlling for fixed teacher quality.","[mass quarantine] duplicate of 3400","BackwardCitations, Update4",,
5081,"Thompson, Paul N.","Does a Day Lost Equal Dollars Saved? The Effects of Four-Day School Weeks on School District Expenditures","Although four-day school weeks often have financial justifications, researchers know little about whether they save school districts money. This study examines the dynamics of school district expen...","duplicate of 53","BackwardCitations, Update4",,
5082,"Krueger, A. B.","Experimental Estimates of Education Production Functions",NA,"duplicate of 3408","BackwardCitations, Update4",,
5085,"Goodman-Bacon, Andrew","Difference-in-Differences with Variation in Treatment Timing",NA,"duplicate of 3438","BackwardCitations, Update4",,
5087,"Thompson, Paul N.; Gunter, Katherine; Schuna, Jr., John M.; Tomayko, Emily J.","Are All Four-Day School Weeks Created Equal? A National Assessment of Four-Day School Week Policy Adoption and Implementation","<jats:title>Abstract</jats:title> <jats:p>Four-day school weeks are used in over 1,600 schools across twenty-four states but little is known about adoption and implementation of these types of school calendars. Through examinations of school calendars and correspondence with school districts, we have compiled the most complete four-day school week dataset to date. We use this unique database to conduct a comprehensive analysis of four-day school week policy adoption and implementation. We find adoption of four-day school weeks is often financially motivated and has generally remained a small, rural district phenomenon. These schedules feature a day off once a week—often Friday—with increased time in school on each of the remaining four school days that, on average, is nearly an hour longer than the national average among five-day schools. Four-day school week schedules average only 148 school days per year, resulting in less time in school than the national average for five-day schools (180 days per year) despite the longer school days. Substantial heterogeneity exists in the structure of these schedules across states, which may help explain differential four-day school week effects on student outcomes across institutional settings in the previous literature.</jats:p>","[mass quarantine] duplicate of 51","BackwardCitations, Update4",,
5098,"Owen, Stephanie","The Advanced Placement Program and Educational Inequality","<jats:title>Abstract</jats:title> <jats:p>The Advanced Placement (AP) program is widely offered in American high schools and has been touted as a way to close racial and socioeconomic gaps in educational outcomes. Using administrative data from Michigan, I exploit variation within high schools across time in AP course offerings to identify the relationship between AP course availability, AP participation, and postsecondary outcomes. I find that students from non economically disadvantaged families, White and Asian students, and higher-achieving students are more likely to take advantage of additional AP courses when they are offered, thus widening existing gaps in course-taking. I find little evidence that additional AP availability is related to improved college outcomes for any students, with the exception of the most academically prepared students. Expanding access to AP courses without additional incentives or support for disadvantaged students to succeed is unlikely to address educational inequality.</jats:p>","[mass quarantine] duplicate of 4271","Handsearch, Update4",,
5099,"Liu, Vivian Yuen Ting; Zhou, Rachel Yang; Matsudaira, Jordan","Six Years Later: Examining the Academic and Employment Outcomes of the Original and Reinstated Summer Pell Grant","<jats:title>Abstract</jats:title> <jats:p>The Pell Grant, while offering substantial financial support for low-income students pursuing higher education, historically covered only the costs of two full-time semesters per year and did not include assistance for summer courses. Research has consistently demonstrated that continuous enrollment throughout the academic year enhances college persistence and degree completion. In response to this understanding, the Summer Pell (SP) program was introduced in the summer of 2009, providing eligible low-income students with an additional grant to cover summer tuition and related expenses. However, after a brief period of operation, the SP program was discontinued in 2011, only to be reinstated in 2017. We utilize administrative data obtained from New York City in the context of differences-in-differences analyses spanning both program periods, and find that SP-eligible students exhibited a higher retention rate in the fall of their second year, achieved higher rates of associate's and bachelor's degree attainment, and experienced greater earnings gains up to nine years after college entry compared with SP-ineligible students. Our analysis of heterogeneity further underscores that the benefits of the SP program were pronounced among Black students and older students.</jats:p>","[mass quarantine] duplicate of 4272","Handsearch, Update4",,
5101,"Christian, Alvin; Jacob, Brian; Singleton, John D.","Assessing School District Decision Making: In-Person Schooling and COVID-19 Transmission","<jats:title>Abstract</jats:title> <jats:p>Recent controversies have highlighted the importance of local school district governance, but little empirical evidence exists evaluating the quality of district policy makers or policies. In this paper, we take a novel approach to assessing school district decision making. We posit a model of rational decision making under uncertainty that emphasizes districts learning over time. We test the predictions from the model using data on a set of highly visible and consequential decisions facing school district leaders—the choice of learning mode during the 2020–21 school year. We find that district behavior is consistent with a Bayesian learning process in several key respects. Districts respond on the margin to health risks: All else equal, a marginal increase in new cases reduces the probability that a district offers in-person instruction the next week. This negative response is magnified when the district was in-person the prior week and attenuates in magnitude over the school year, suggesting that districts learn from experience about the effect of in-person learning on disease transmission in schools. We also find evidence that districts are influenced by the learning mode decisions of peer districts, but not their peers' experiences with in-person instruction and disease transmission, which implies that some important frictions exist.</jats:p>","duplicate of 4275","Handsearch, Update4",,
5102,"Atwater, Ann; Rush, Mark; Saygin, Perihan","Does Online Testing Make the Grade? Evidence from a Randomized Controlled Trial","<jats:title>Abstract</jats:title> <jats:p>As a result of the increase in online course offerings at colleges and universities, the prevalence of online and computerized examinations has increased over the last two decades. Beyond academia, online examinations have been used to assess competence for certifications by both governments and private firms. Despite this importance, a randomized controlled trial that randomizes individual test takers into online and in-person examinations has not previously been conducted. In this paper, we rectify this by conducting this experiment in a large economics class at a large research university in the American southeast. We supplement our experiment results with a novel methodology of using screening surveys administered to potential volunteers which solicit preference information. We find that online testing reduces examination grades by over a tenth of a standard deviation, relative to in-person assessment. Additional exploratory exercises provide evidence that this effect is driven by students who prefer in-person examinations.</jats:p>","[mass quarantine] duplicate of 4276","Handsearch, Update4",,
5107,"Sartain, Lauren; Steinberg, Matthew P.","Can Personnel Policy Improve Teacher Quality? The Role of Evaluation and the Impact of Exiting Low-Performing Teachers","<jats:title>Abstract</jats:title> <jats:p>Historically, teacher evaluation systems have identified few teachers as low-performing and needing improvement. In 2012, at the beginning of a national reform movement, Chicago Public Schools implemented its overhauled evaluation system, which incorporated multiple measures of teaching practice and dismissal plans for low-rated teachers. We find that the reform increased the exit rate of low-rated tenured teachers by 50 percent. At the same time, the teachers who replaced the exited teachers were significantly higher-performing. Ultimately, the accountability function of the reformed teacher evaluation policy resulted in higher teaching quality. However, the policy impact was limited because very few teachers received low ratings under the reformed system. Policy simulation results suggest that the available teacher labor supply is likely sufficient to set a higher standard for satisfactory teaching.</jats:p>","[mass quarantine] duplicate of 3839","Handsearch, Update4",,
5108,"Coffey, Stephanie","The Academic and Behavioral Impacts of an Autism Health Insurance Mandate: Evidence from Massachusetts","<jats:title>Abstract</jats:title> <jats:p>Today, all 50 states have enacted mandates requiring some level of insurance coverage for the treatment of autism spectrum disorders (ASD). In this paper, I examine the impact of Massachusetts’ mandate, ARICA (An Act Relative to Insurance Coverage for Autism) on the academic and behavioral outcomes of students with ASD in the state. Using administrative data on Massachusetts public school students, I use a triple difference strategy to estimate impacts on special education setting, attendance, suspensions, and achievement. I find that ARICA increased inclusion for students with ASD; they were 4 percentage points more likely to be fully included after the reform. Further, days suspended decreased by about 26 percent, and the likelihood of receiving a suspension decreased by about 2 percentage points. I find that improvements in student outcomes were larger for students in grades 6–8 (versus elementary students). While I find no statistically significant improvement in test scores for students with ASD overall, math (English language arts) achievement increased by 0.09 (0.13) standard deviation for students in middle grades.</jats:p>","[mass quarantine] duplicate of 3840","Handsearch, Update4",,
5110,"Been, Vicki; Ellen, Ingrid; Figlio, David; Nelson, Ashlyn Aiko; Ross, Stephen L.; Schwartz, Amy Ellen; Stiefel, Leanna","The Effects of Housing Price Declines on Children's Educational Outcomes","<jats:title>Abstract</jats:title> <jats:p>We examine the effects that household exposure to housing price declines, captured by measures of negative equity, have on children's academic performance, using data on public school students and housing transactions from the State of Florida. Our empirical strategy exploits variation over time in the timing of family moves to account for household sorting into neighborhoods and schools and selection into initial mortgage terms. In contrast to the existing literature on the effects of foreclosure, we find that students with the highest risk of negative equity exhibit significantly higher test score growth, with the largest effects among Black students and students qualifying for free or reduced-priced lunch. We find evidence supporting two underlying mechanisms: (1) families in negative equity may reduce the impact of income losses on consumption by forgoing mortgage payments, and (2) families exposed to high levels of negative equity may move to schools that received higher average school report card grades. While negative equity and foreclosure are undesirable, negative equity may have encouraged homeowners to forgo mortgage payments to mitigate the impact of the Great Recession, and temporarily reduced the housing market barriers low-income households faced in accessing educational opportunities.</jats:p>","[mass quarantine] duplicate of 4286","Handsearch, Update4",,
5112,"de Croes, Laurens; Cornelisz, Ilja; van Klaveren, Chris; Ruijs, Nienke","The Effect of Students with Special Needs on Their Peers' Cognitive Outcomes: Results from Student-level Population Data in the Netherlands","<jats:title>Abstract</jats:title> <jats:p>This paper presents evidence that students with special needs (SN) have no impact on the academic achievement of their peers in primary and secondary schools in the Netherlands. Administrative data are used on all Dutch students who are in their final grade of primary and secondary education in the years 2015–18 and student and school fixed effect models are estimated to find this null finding. To establish if the results truly represent a null finding a conceptual framework for learning from null results is applied. These results support that the inclusion on students without SN has no impact: Point estimates are precise and coefficients are generally insignificant and inconsistent in sign. Our results nuance recent empirical findings, and provide further evidence that, depending on the educational context, inclusive education can be implemented without harming the academic achievement of students without special needs.</jats:p>","[mass quarantine] duplicate of 4289","Handsearch, Update4",,
5114,"Dougherty, Shaun M.; Smith, Mary M.","At What Cost? Is Technical Education Worth the Investment?","<jats:title>Abstract</jats:title> <jats:p>Career and technical education (CTE) has existed in the United States for over a century, and only in recent years have there been opportunities to assess the causal impact of participating in these programs while in high school. To date, no work has assessed whether the relative costs of these programs meet or exceed the benefits as described in recent evaluations. In this paper, we use available cost data to compare average costs per pupil in standalone high school CTE programs in Connecticut and Massachusetts to the most likely counterfactual schools. Under a variety of conservative assumptions about the monetary value of known educational and social benefits, we find that programs in Massachusetts offer clear positive returns on investment, whereas programs in Connecticut offer smaller, though mostly non-negative expected returns. We also consider the potential cost effectiveness of CTE programs offered in other contexts to address questions of generalizability.</jats:p>","[mass quarantine] duplicate of 3851","Handsearch, Update4",,
5246,"Bacher-Hicks, Andrew, Musaddiq, Tareena, Goodman, Joshua, Stange, Kevin","The stickiness of pandemic-driven disenrollment from public schools","The extent to which pandemic-induced public school enrollment declines will persist is unclear. Student-level data from Michigan through fall 2021 yields three relevant findings. First, relative to pre-pandemic trends, fall 2021 enrollment had partially recovered for low-income, Black, and Hispanic students, but had declined further for non-low-income, White, and Asian students. Second, annual public school exit rates remained elevated for elementary students and accelerated further for middle school students. Third, public school exit is sticky and varies by chosen alternative. Only 21 percent of those who left for private schools in fall 2020 had returned by fall 2021, while 50 percent of those who left for homeschooling had returned. These findings suggest that pandemic-driven public school enrollment declines may persist, and more so among higher income families.","[mass quarantine] duplicate of 4160","Handsearch, Update4",,
5248,"Kroupova, Katerina, Havranek, Tomas, Irsova, Zuzana","Student Employment and Education: A Meta-Analysis","Educational outcomes have many determinants, but one that most young people can readily control is choosing whether to work while in school. Sixty-nine studies have estimated the effect, but results vary from large negative to positive estimates. We show that the results are systematically driven by context, publication bias, and treatment of endogeneity. Studies neglecting endogeneity suffer from an upward bias, which is almost fully compensated by publication selection in favor of negative estimates. Overall the literature suggests a negative but economically inconsequential mean effect. The effect is more substantive for decisions to drop out. To derive these results we collect 861 previously reported estimates together with 32 variables reflecting estimation context, use recently developed techniques to correct for publication bias, and employ Bayesian model averaging to assign a pattern to the heterogeneity in the literature.","[mass quarantine] duplicate of 4163","Handsearch, Update4",,
5250,,"Editorial Board",,"duplicate of 4164","Handsearch, Update4",,
5252,"Coelli, Michael, Foster, Gigi","Unintended consequences of school accountability reforms: Public versus private schools","In this paper, we show that the public provision of information on Australian schools’ average national test score outcomes via the My School website, launched in 2010, resulted in poorly performing schools testing fewer students in subsequent years. This increased non-participation in testing was driven primarily by formal parental withdrawal, and poorly performing students were much more likely to be withdrawn from testing. This phenomenon is consistent with schools attempting to ‘game’ the system to improve published test scores. We also provide weaker evidence that withdrawal responded more strongly to initial poor performance in independent private schools than in government schools.","[mass quarantine] duplicate of 4165","Handsearch, Update4",,
5260,"Ren, Meiqing","Preschool and child health: Evidence from China's universal child care reform","Early childhood education programs have been found to effectively promote children's social and cognitive development. However, the health impact of these programs is less understood. Using a quasi-experiment of the first universal child care reform in China from 2010, this paper aims to identify whether the preschool reform produces any short-term effects on health-related outcomes of preschoolers (3-6 years old). Specifically, this reform expands access to affordable preschools that provide full-day center-based education, with school meals and essential health services on campus. I exploit the variation in the number of newly established preschools across provinces and implement difference-in-differences and triple-difference strategies. Results confirm the effectiveness of this reform by showing a strong and positive impact on preschool attendance. This paper then documents the benefits to alleviating underweight among preschoolers. Estimates show a larger effect in rural areas, suggesting that the reform narrows rural-urban disparities in education access and undernutrition prevention. I also explore the impact on caregivers’ health consciousness and find improved health-seeking behavior when children get sick.","[mass quarantine] duplicate of 4172","Handsearch, Update4",,
5262,"Morton, Emily, Thompson, Paul N., Kuhfeld, Megan","A multi-state, student-level analysis of the effects of the four-day school week on student achievement and growth","Four-day school weeks are becoming increasingly common in the U.S., but prior research is ambiguous regarding their impacts on achievement. Using a difference-in-differences approach, we conduct the most representative student-level analysis to date of the effects of four-day weeks on student achievement and within-year growth using NWEA MAP Growth data. We estimate significant negative effects of the schedule on spring reading achievement (-0.07 SD) and fall-to-spring gains in math (-0.05 SD) and reading (-0.06 SD). The negative effects of the schedule are disproportionately driven by adoptions in non-rural schools and are larger for female students. For policymakers and practitioners, this study provides evidence supporting concerns about four-day school weeks’ effects on student achievement and growth, particularly in non-rural areas.","[mass quarantine] duplicate of 4098","Handsearch, Update4",,
5265,"Gallegos, Sebastián, García, Jorge Luis","Childcare and parenting in the production of early life skills","We use data from a randomized early childhood education program to estimate the production technology of early life skills. Estimates indicate that, for more disadvantaged children, parental investment is a more effective input for producing skills than childcare. The reverse is true for the more advantaged. The program increases childcare for all children; it increases parental investment for the more disadvantaged. Therefore, our results indicate that programs stimulating parental investment promote mobility across the distribution of early life skills. We thus micro-found recent studies showing that successful early childhood education programs foster parental investment on top of offering high-quality childcare.","[mass quarantine] duplicate of 4179","Handsearch, Update4",,
5267,"Lowry, Danielle, Page, Lindsay C., Nurshatayeva, Aizat, Iriti, Jennifer","Subtraction by addition: Do private scholarship awards lead to financial aid displacement?","Award displacement occurs when one type of financial aid award directly contributes to the change in the quantity of another award. We explore whether postsecondary institutions displaced awards in response to the Pittsburgh Promise scholarship by capitalizing on the doubling of the maximum Promise amount in 2012. We use de-identified student-level data on each Promise recipient's actual cost of attendance, grants, and scholarships, as well as demographic and academic characteristics from school district administrative files to examine whether and how components of students’ financial aid packages and total costs of attendance changed after the Promise award increase. To account for overall trends in pricing and financial aid, we compare Promise recipients to the average first-time, full-time freshman entering the same institutions in the same year as reported by the Integrated Postsecondary Education Data System (IPEDS). With these two data sources, we assess differences in costs and awards between Promise students and their peers, on average, and examine whether and in what ways these differences changed after the increase in Promise funding. We refer to this strategy as a “quasi-difference-in-differences” design. We do not find evidence that institutions are responding to the Promise increase through aid reductions.","[mass quarantine] duplicate of 4181","Handsearch, Update4",,
5269,"Barrios-Fernández, Andrés, Riudavets-Barcons, Marc","Teacher value-added and gender gaps in educational outcomes","This paper uses rich administrative data from Chile to estimate teacher value added (TVA) on test scores and on an educational attainment index. We allow each teacher to have a different TVA for male and female students and show that differences in TVA explain an important part of the gender gaps we observe in test scores and postsecondary education trajectories. The gaps in gender-specific teaching effectiveness are especially pronounced in mathematics. Indeed, eliminating within-teacher differences in math test score VA would reduce the gender gap in math performance by 67%. We explore what could be behind these gaps in gender-specific TVA and find no significant differences in what makes teachers effective for male and female students. We do find, however, significant associations between teacher characteristics—e.g., gender and performance in the college admission exam—and practices—e.g., paying attention to low-performing students, congratulating students who improve, and having a good relationship with students—with teacher effectiveness. Finally, we also show that math teachers tend to be biased in favor of male students and that teachers with smaller gender biases are more effective for both, male and female students.","[mass quarantine] duplicate of 4182","Handsearch, Update4",,
5272,"Drange, Nina, Sandsør, Astrid Marie Jorde","The effects of a free universal after-school program on child academic outcomes","After-school programs provide structured care throughout the academic year. In Norway, after-school programs are an integrated part of school, used to extend the school day to a full working day. Participation is voluntary and is subject to fees paid by parents. In 2016/17, the municipality of Oslo gradually introduced and expanded an offer of free part-time participation in its after-school program, starting with city districts with a high share of children with an immigrant background who were underrepresented in the program at the time. We utilize the staggered rollout of this policy to investigate the effects on enrollment and learning outcomes and conduct an exploratory analysis of student welfare and maternal labor supply. We find that the take-up was substantial, raising enrollment rates from about 70 to 95% in the first wave of affected schools. Despite this, our difference-in-differences estimates show no overall effect of the program on academic performance, neither on average nor across subgroups. There is also little evidence that the program enhanced student well-being or decreased bullying. Heterogeneity analysis does, however, suggest that the program increased earnings for mothers with an immigrant background by about 10 percent.","[mass quarantine] duplicate of 4184","Handsearch, Update4",,
5274,"Aggarwal, Khushboo, Barua, Rashmi, Vidal-Fernandez, Marian","Still Waters Run Deep: Groundwater Contamination and Education Outcomes in India","We investigate the impact of groundwater contamination on educational outcomes in India. Our study leverages variations in the geographical coverage and timing of construction of safe government piped water schemes to identify the effects of exposure to contaminants. Using self-collected survey data from public schools in Assam, one of the most groundwater-contaminated regions in India, we find that prolonged exposure to unsafe groundwater is associated with increased school absenteeism, grade retention, and decreased test scores and Cumulative Grade Point Average (CGPA). To complement our findings and to study the effect of one such contaminant, arsenic, we use a large nationally representative household survey. Using variations in soil textures across districts as an instrument for arsenic concentration levels we find that exposure to arsenic beyond safe threshold levels is negatively associated with school attendance.","[mass quarantine] duplicate of 4188","Handsearch, Update4",,
5282,"Bolhaar, Jonneke, Kuijpers, Sonny, Webbink, Dinand, Zumbuehl, Maria","Does replacing grants by income-contingent loans harm enrolment? New evidence from a reform in Dutch higher education","This paper evaluates the impact of a reform which replaced universal basic grants by income-contingent loans on enrolment in Dutch higher education using administrative data of ten complete student cohorts. Estimates of differences between cohorts show no negative effect of the policy on enrolment. Moreover, difference-in-differences estimates exploiting variation in eligibility for supplementary grants show no negative effect on enrolment. These findings suggest that a system of income-contingent loans can facilitate an increase of private contributions without harming access to higher education.","[mass quarantine] duplicate of 4194","Handsearch, Update4",,
5283,"de Hoyos, Rafael, Djaker, Sharnic, Ganimian, Alejandro J., Holland, Peter A.","The impact of combining performance-management tools and training with diagnostic feedback in public schools: Experimental evidence from Argentina","Providing principals with low-stakes information on their students’ test scores has been shown to improve school management, instruction, and achievement in upper-middle income countries. We evaluate this approach by itself (“diagnostic feedback” or T1) and combined with tools and training (“performance management” or T2) through an experiment in 396 public primary schools in Salta, Argentina. After two years, T1 had null or adverse effects on students’ performance in school, but T2 reduced grade repetition (especially, among cohorts with more exposure), even a year after the interventions ended. We cannot rule out small-to-moderate effects on achievement. T2 also impacted teacher quality, student beliefs, bullying and discrimination, and extracurricular activities for high-exposure cohorts. Our results suggest that tools and training can effectively complement information in contexts of low principal capacity.","[mass quarantine] duplicate of 4195","Handsearch, Update4",,
5285,"Luflade, Margaux, Zaiem, Meryam","Do elite schools improve students performance? Evidence from Tunisia","This paper is concerned with identifying whether selective high schools may have an effect on students’ post-secondary trajectories and labor market prospects. It uses data from Tunisia, a country in which unemployment rates for post-secondary graduates are higher than for non-graduates, particularly for women—although there is significant variation across types of diplomas and fields of study. Our main finding is that admission to an elite high school raises students’ probability to eventually get assigned to a university program associated with a lower post-graduation unemployment rate. This is particularly true for women. Focusing then on students who would have applied to post-secondary programs regardless of admission to an elite high school, we show that this effect is the result of an increase in the competitiveness of their applications rather than of a change in their probability to apply to programs lower post-graduation unemployment rate.","[mass quarantine] duplicate of 4196","Handsearch, Update4",,
5286,"Caetano, Carolina, Caetano, Gregorio, Nielsen, Eric","Are children spending too much time on enrichment activities?","We study the effects of enrichment activities such as reading, homework, and extracurricular lessons on children’s cognitive and non-cognitive skills. We take into consideration the opportunity cost of spending time on enrichment, as it may replace activities such as sleep and socializing. Our study controls for selection on unobservables using a control function approach that leverages the fact that many children spend zero hours per week on enrichment activities. At zero enrichment, confounders vary but enrichment does not, giving us direct information about the effect of confounders on skills. Using time diary data available in the Panel Study of Income Dynamics (PSID), we find that the net effect of the last hour of enrichment is close to zero for cognitive skills and negative for non-cognitive skills. The negative effects for non-cognitive skills are concentrated in high school, consistent with elevated academic pressure related to college admissions.","[mass quarantine] duplicate of 4197","Handsearch, Update4",,
5287,,"Editorial Board",,"duplicate of 4199","Handsearch, Update4",,
5290,"Paredes, Tatiana, Sevilla, Almudena","The impact of incentivizing training on students’ outcomes","This paper studies the effect on students’ scores of incentivizing in-service teacher training in a system that conditions teacher promotions to in-service training take-up. In Ecuador, teachers need to pass a compulsory knowledge test with a minimum score and undergo substantial training to qualify for a promotion. We use a regression discontinuity design to identify the causal effect of incentivizing in-service teacher training on students’ scores on a standardized national university entrance exam. We find that in-service training significantly improves students’ verbal test scores by 0.19 to 0.31 standard deviations (depending on the selected comparison window).","duplicate of 3720","Handsearch, Update4",,
5291,"Grobon, Sébastien, Wolff, François-Charles","Do public scholarships crowd out parental transfers? Evidence at the intensive margin from France","This paper investigates the extent to which means-tested scholarships received by higher education students crowd out parental financial support at the intensive margin. We estimate a private transfer function using survey data collected in France in 2014 on a sample of students aged 18–24 who receive public scholarships. Introducing the amount of public transfer as an exogenous covariate, we find that one additional euro of scholarship is associated with a decrease in parental transfers of 0.40 euro. Using an instrumental variable strategy that exploits the non-linear schedule of the scholarship amount, we find a larger effect with a decrease of about 0.50. Our results suggest that a substantial part of the scholarship benefits low-income parents by reducing the amount of money they give to their student children.","[mass quarantine] duplicate of 4204","Handsearch, Update4",,
5293,"Sessou, Fidele Eric, Hidrobo, Melissa, Roy, Shalini, Huybregts, Lieven","Educational impacts of an unconditional cash transfer program in Mali","In rural West Africa, the rate of out-of-school children is high and delayed entry to primary school is common, particularly for girls. Using the randomized roll-out of a large-scale unconditional cash transfer program in Mali, we examine its impact on child schooling by age and sex. The program leads to significant improvements in schooling outcomes for girls, but not boys. Improvements are especially salient among younger (ages 6–9) and older (ages 15–18) girls. Complementary analysis reveals that the program reduces the time younger girls spend in agricultural work at home and the time older girls spend in domestic work as well as self-employment. Households in the program also spend more on education for older girls in terms of school fees, materials, and transport.","[mass quarantine] duplicate of 4207","Handsearch, Update4",,
5296,"Bhardwaj, Sakshi, Shonchoy, Abu S.","Social identity and learning: Adult literacy program in India","The paper examines the effect of social identity on adult learning within a hierarchical social setting— an important yet often understudied issue for effective adult education. We leverage the random matching of students and teachers from a randomized controlled experiment in India, where illiterate adult female learners aged 18–45 were randomly assigned to a literacy program. We find a positive and significant impact of matching an upper caste teacher with a lower caste adult student on literacy scores. We also find suggestive evidence of an increase in students' confidence measures when matched with an upper caste teacher, indicating a plausible impact mechanism. Our findings highlight the need for future research on social identity and its influence on adult learning, particularly in countries with existing deep-rooted hierarchical social constructs.","[mass quarantine] duplicate of 4209","Handsearch, Update4",,
